Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.254  %  ASTM E1086  |Mo|0,254
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.518  %  ASTM E1086  |Cu|0,518
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 2|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|C  0.036  %  ASTM E1086  |C|0,036
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Si  0.427  %  ASTM E1086  |Si|0,427
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Mn  1.691  %  ASTM E1086  |Mn|1,691
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|P  0.030  %  ASTM E1086  |P|0,030
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|S  0.016  %  ASTM E1086  |S|0,016
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Cr  18.67  %  ASTM E1086  |Cr|18,67
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Ni  8.194  %  ASTM E1086  |Ni|8,194
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Mo  0.265  %  ASTM E1086  |Mo|0,265
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Cu  0.529  %  ASTM E1086  |Cu|0,529
Parsel Bacası Kapama Takımı Açma Anahtarı Numune 3|Paslanmaz Çelik Spektrometrik Analiz|Fe+Diğer  Kalan  %  ASTM E1086  |Fe+Diğer|Kalan
Gövde Kapak Malzemesi Numune 1|ParametersAnaliz Sonuçları|Çekme Gerilmesi (Rm)   554.00  N/mm^2  EN ISO 6892-1 Metod B  |Çekme Gerilmesi (Rm)| 554,00
Gövde Kapak Malzemesi Numune 1|ParametersAnaliz Sonuçları|Rp0,2  401.00  N/mm^2  EN ISO 6892-1 Metod B  |Rp0,2|401,00
Gövde Kapak Malzemesi Numune 1|ParametersAnaliz Sonuçları|A5  10.00  %  EN ISO 6892-1 Metod B  |A5|10,00
Gövde Kapak Malzemesi Numune 2|ParametersAnaliz Sonuçları|Çekme Gerilmesi (Rm)   538.00  N/mm^2  EN ISO 6892-1 Metod B  |Çekme Gerilmesi (Rm)| 538,00
Gövde Kapak Malzemesi Numune 2|ParametersAnaliz Sonuçları|Rp0,2  392.00  N/mm^2  EN ISO 6892-1 Metod B  |Rp0,2|392,00
Gövde Kapak Malzemesi Numune 2|ParametersAnaliz Sonuçları|A5  8.000  %  EN ISO 6892-1 Metod B  |A5|8,000
